企业 id,开始经�?开始时�?开始纬�?用户id,结束经度,结束纬度,结束时间,,,
-,113.8630846,"	2021-08-31 00:41:58.0",22.58162217,f0c5b2c6456d2bc6c6723b**********,113.8600048,22.58599744,"	2021-08-31 00:51:33.0"
-,113.8630582,"	2021-08-31 00:41:58.0",22.58159577,d0f2b88b03d1e6e483f905**********,113.8599784,22.58597104,"	2021-08-31 00:51:33.0"
-,113.8909918,"	2021-08-31 00:41:58.0",22.7889537,38aff477ebaa88e2763b91**********,113.9037685,22.75088126,"	2021-08-31 01:10:53.0"
-,114.1162137,"	2021-08-31 00:41:57.0",22.59828817,8f04418798e44cdf9c7011**********,114.1136197,22.5906271,"	2021-08-31 00:50:21.0"
-,113.9608968,"	2021-08-31 00:41:57.0",22.6838276,daf3e000fa566a0c89cefe**********,113.9415545,22.68167883,"	2021-08-31 00:55:00.0"
-,113.9431373,"	2021-08-31 00:41:56.0",22.51856388,8f1a012cd4bc1a2249b2a8**********,113.931462,22.51260671,"	2021-08-31 00:55:50.0"
-,113.9032007,"	2021-08-31 00:41:56.0",22.55087075,1c6b2fcfb2cd82fda5ffae**********,113.8994169,22.55931293,"	2021-08-31 00:52:20.0"
-,113.9477426,"	2021-08-31 00:41:56.0",22.51648466,0cecc03b130cfb5e4a5bbf**********,113.9475682,22.51639026,"	2021-08-31 00:42:22.0"
-,113.94772,"	2021-08-31 00:41:56.0",22.51646206,84d4afdb0d2ea1fbe49004**********,113.9475456,22.51636766,"	2021-08-31 00:42:22.0"
-,114.0147619,"	2021-08-31 00:41:55.0",22.65435449,216b22a5d993fa3b75ebfc**********,114.0377598,22.65476703,"	2021-08-31 00:57:45.0"
-,114.0147069,"	2021-08-31 00:41:55.0",22.65429949,6e91aa96ab2e4033be81bf**********,114.0377048,22.65471203,"	2021-08-31 00:57:45.0"
-,113.9199635,"	2021-08-31 00:41:54.0",22.48656106,a7b5f9b2fea9bd69eae743**********,113.9202979,22.48683205,"	2021-08-31 00:42:30.0"
-,114.1025345,"	2021-08-31 00:41:53.0",22.5620885,be4dde3e2cb4b8ad9ebccc**********,114.133713,22.553542,"	2021-08-31 01:07:56.0"
-,113.9475123,"	2021-08-31 00:41:53.0",22.51656957,1d005aa26603979d122540**********,113.9287987,22.50783103,"	2021-08-31 00:59:41.0"
-,113.9474597,"	2021-08-31 00:41:53.0",22.51651697,75fee3c53a9bd4b2b7ddff**********,113.9287461,22.50777843,"	2021-08-31 00:59:41.0"
-,114.0480557,"	2021-08-31 00:41:53.0",22.64221291,5ab15f62d1773c1e1c95e1**********,114.0397543,22.65247383,"	2021-08-31 00:54:06.0"
-,114.092718,"	2021-08-31 00:41:53.0",22.54643377,7272e9f201f2511d5e6e5f**********,114.0851037,22.54830688,"	2021-08-31 00:49:50.0"
-,113.9813902,"	2021-08-31 00:41:51.0",22.6965213,e9c059fe1f9742c151aa9b**********,113.916287,22.71803263,"	2021-08-31 01:17:28.0"
-,114.0293082,"	2021-08-31 00:41:51.0",22.67518765,d5084da784312de18a4289**********,114.0321565,22.67673557,"	2021-08-31 00:47:30.0"
-,114.0622177,"	2021-08-31 00:41:51.0",22.52075577,f734f9d2975828372d1773**********,114.0519969,22.5228624,"	2021-08-31 00:50:55.0"
-,114.0297241,"	2021-08-31 00:41:51.0",22.63117027,ae8aad652784118ca17e72**********,114.0244479,22.63581268,"	2021-08-31 00:50:39.0"
-,114.0944706,"	2021-08-31 00:41:50.0",22.53876106,94f9d8f6852e116d068339**********,114.1001397,22.53868223,"	2021-08-31 00:46:21.0"
-,113.9071235,"	2021-08-31 00:41:50.0",22.7171487,2c15b6bbe27a55ebabdbb1**********,113.92033,22.71871774,"	2021-08-31 00:50:13.0"
-,113.9970286,"	2021-08-31 00:41:50.0",22.66366677,2066214de4897783808e36**********,114.0029007,22.67913427,"	2021-08-31 00:59:21.0"
-,113.9140167,"	2021-08-31 00:41:49.0",22.72270203,d6986b5b6c256322d0ed01**********,113.914487,22.71786567,"	2021-08-31 00:44:35.0"
-,114.0641969,"	2021-08-31 00:41:48.0",22.51705877,8498ddbeff5529001d9f00**********,114.0415603,22.52023472,"	2021-08-31 00:54:25.0"
-,114.0583303,"	2021-08-31 00:41:48.0",22.50912733,ea3cccc2fc805ac31fc42f**********,114.0590876,22.50449427,"	2021-08-31 00:48:17.0"
-,114.058277,"	2021-08-31 00:41:48.0",22.50907403,a4acff3d2428d302f4af8f**********,114.0590343,22.50444097,"	2021-08-31 00:48:17.0"
-,113.918846,"	2021-08-31 00:41:48.0",22.488482,4a73749bde018b0ce7a0fc**********,113.928384,22.485732,"	2021-08-31 00:55:55.0"
-,113.8330347,"	2021-08-31 00:41:48.0",22.6451283,82fa1acc7bbac797ca1b35**********,113.8028439,22.67091606,"	2021-08-31 01:03:28.0"
-,114.0409317,"	2021-08-31 00:41:48.0",22.52755547,9abd0082c6dcb9887691da**********,114.0263339,22.52865771,"	2021-08-31 00:55:07.0"
-,114.0409652,"	2021-08-31 00:41:48.0",22.52758897,4c044fe77765a35a099eea**********,114.0263674,22.52869121,"	2021-08-31 00:55:07.0"
-,114.0948013,"	2021-08-31 00:41:47.0",22.53755568,a71d829c8ce70571bb665b**********,114.1002207,22.53871444,"	2021-08-31 00:46:24.0"
-,114.0894724,"	2021-08-31 00:41:47.0",22.53787573,e9e3c212c0d4bf89bcd911**********,114.0868535,22.53933318,"	2021-08-31 00:45:11.0"
-,113.9444971,"	2021-08-31 00:41:47.0",22.7599273,ad306dc78c5876d3f78152**********,113.9540938,22.74851698,"	2021-08-31 00:53:37.0"
-,114.0644278,"	2021-08-31 00:41:46.0",22.52864455,45d665ba45de76d5b80012**********,114.0571771,22.52828462,"	2021-08-31 00:48:54.0"
-,114.1396542,"	2021-08-31 00:41:46.0",22.60088735,0844c5fcb5dbcb992ac32a**********,114.1326898,22.58419131,"	2021-08-31 01:00:53.0"
-,114.0438827,"	2021-08-31 00:41:46.0",22.51981988,bff32bbe2286d44d1d5241**********,114.0397269,22.51908076,"	2021-08-31 00:44:48.0"
-,114.0795611,"	2021-08-31 00:41:45.0",22.5369661,3998c647623022bb110ecf**********,113.920651,22.584787,"	2021-08-31 00:57:30.0"
-,114.0525129,"	2021-08-31 00:41:45.0",22.52009261,9f67e57f6aeea744a84eb7**********,114.0568811,22.52334779,"	2021-08-31 01:02:27.0"
-,114.1446075,"	2021-08-31 00:41:45.0",22.62567139,0259b6bf726be408ca1f6c**********,114.1570723,22.62706611,"	2021-08-31 00:53:38.0"
-,114.0408683,"	2021-08-31 00:41:45.0",22.52722024,655f3b71a46cdb77a6e246**********,114.0265594,22.52871046,"	2021-08-31 00:55:05.0"
-,114.1257479,"	2021-08-31 00:41:44.0",22.5395445,8c062753354adcebdbb85a**********,114.140293,22.56755281,"	2021-08-31 01:05:33.0"
-,113.8579579,"	2021-08-31 00:41:43.0",22.804566,ac6641ad79c7373bcbe9c7**********,113.8613632,22.79819114,"	2021-08-31 00:48:07.0"
-,113.9253437,"	2021-08-31 00:41:43.0",22.50500326,6dbb2c5d24ddfd95bc298a**********,113.9286369,22.50771762,"	2021-08-31 00:46:04.0"
-,114.0798722,"	2021-08-31 00:41:43.0",22.5369504,2ecb150d3aef2c44e935ee**********,114.0890224,22.54793969,"	2021-08-31 00:57:41.0"
-,113.8296861,"	2021-08-31 00:41:42.0",22.6345275,306b605ca2c78fd8bb5786**********,113.8310899,22.63761008,"	2021-08-31 00:45:51.0"
-,113.9251779,"	2021-08-31 00:41:41.0",22.50872251,01d244a68cee9222d3a0d1**********,113.9192574,22.51510291,"	2021-08-31 00:48:46.0"
-,113.8451581,"	2021-08-31 00:41:41.0",22.5879367,5a64bd6fd6dfc0ce011ef3**********,113.8362,22.59114697,"	2021-08-31 00:49:15.0"
-,113.8121406,"	2021-08-31 00:41:41.0",22.7799333,dc3738f37b5d92b8b84337**********,113.8127835,22.78139922,"	2021-08-31 00:43:52.0"
-,113.8517442,"	2021-08-31 00:41:40.0",22.6065804,3a759a9a063f7e048c2cc4**********,113.8547221,22.60754157,"	2021-08-31 00:58:44.0"
-,113.9828865,"	2021-08-31 00:41:40.0",22.5890612,a9309f7f1876559e28e3bd**********,113.9906107,22.58678675,"	2021-08-31 00:50:13.0"
-,113.982945,"	2021-08-31 00:41:40.0",22.5891197,8f4b9f8d893ae12adfd12a**********,113.9906692,22.58684525,"	2021-08-31 00:50:13.0"
-,114.0419189,"	2021-08-31 00:41:40.0",22.56326646,05337eaccd0fce85b01efb**********,114.041859,22.56315836,"	2021-08-31 00:42:23.0"
-,114.0691602,"	2021-08-31 00:41:39.0",22.53222875,4284894aa0188745f052cb**********,114.071889,22.53601059,"	2021-08-31 00:45:54.0"
-,114.013507,"	2021-08-31 00:41:39.0",22.53401746,a05a7d96d18cbfcd2c5a3e**********,114.0110182,22.53519765,"	2021-08-31 00:45:01.0"
-,114.0764006,"	2021-08-31 00:41:39.0",22.5362305,ffead2bebb2054f39b9514**********,114.0760625,22.52349493,"	2021-08-31 01:05:47.0"
-,114.0408561,"	2021-08-31 00:41:39.0",22.52732701,e1d9ead6516d60dcc539b1**********,114.0264734,22.5285752,"	2021-08-31 00:54:42.0"
-,113.9550605,"	2021-08-31 00:41:38.0",22.56721408,60969e60e3746802696c1a**********,113.9652218,22.56936994,"	2021-08-31 00:54:22.0"
-,113.9550994,"	2021-08-31 00:41:38.0",22.56725298,c8cd0169875ba490138657**********,113.9652607,22.56940884,"	2021-08-31 00:54:22.0"
-,114.0394493,"	2021-08-31 00:41:38.0",22.62217639,7f889b3ccf3d73df1da76e**********,114.0403907,22.61357704,"	2021-08-31 00:50:15.0"
-,114.0408691,"	2021-08-31 00:41:38.0",22.56413059,4fe0ae0273580d8741430c**********,114.0548589,22.56457398,"	2021-08-31 00:54:23.0"
-,114.0181125,"	2021-08-31 00:41:37.0",22.6374525,6f040ef489984e04530bb5**********,114.023395,22.63241502,"	2021-08-31 00:47:24.0"
-,114.0345704,"	2021-08-31 00:41:37.0",22.66710134,0e5457386bba3e84917f59**********,114.0284103,22.67434105,"	2021-08-31 00:51:06.0"
-,114.0378245,"	2021-08-31 00:41:37.0",22.65911673,494225bfa2a3a84b2e39f2**********,114.0323353,22.65433996,"	2021-08-31 00:49:22.0"
-,114.0303629,"	2021-08-31 00:41:37.0",22.62121918,d8d3e84488d3af873761f6**********,114.0421624,22.61392852,"	2021-08-31 00:54:45.0"
-,113.8355352,"	2021-08-31 00:41:36.0",22.7744873,496500a8828eb1e6a37ba7**********,113.8364784,22.77911725,"	2021-08-31 00:46:34.0"
-,114.1357539,"	2021-08-31 00:41:36.0",22.54813091,c66bcfed09a3a0323b4249**********,114.1292484,22.55163698,"	2021-08-31 00:51:28.0"
-,114.135778,"	2021-08-31 00:41:36.0",22.54815501,8fd89e7441a866159420a6**********,114.1292725,22.55166108,"	2021-08-31 00:51:28.0"
-,113.7995842,"	2021-08-31 00:41:36.0",22.67974383,fa7e675129b9652d195789**********,113.7921738,22.68336047,"	2021-08-31 00:50:19.0"
-,113.7996327,"	2021-08-31 00:41:36.0",22.67979233,832678bae9e55d0e5c6ea8**********,113.7922223,22.68340897,"	2021-08-31 00:50:19.0"
-,114.1234207,"	2021-08-31 00:41:35.0",22.55031586,1c523c8e66c68fad2166dc**********,114.1218217,22.54837463,"	2021-08-31 00:48:40.0"
-,114.0814396,"	2021-08-31 00:41:35.0",22.53210042,3422701ab756913c47c84e**********,114.0793635,22.53691937,"	2021-08-31 00:47:14.0"
-,113.8903326,"	2021-08-31 00:41:35.0",22.49421794,ba2896aa13e6d31e1a0c59**********,113.8857599,22.50114762,"	2021-08-31 00:50:14.0"
-,114.1229022,"	2021-08-31 00:41:34.0",22.54522599,ea6c20b2fb409ec9f411e8**********,114.1246374,22.55209142,"	2021-08-31 00:46:40.0"
-,114.0141663,"	2021-08-31 00:41:33.0",22.67186729,08d4c2fc25950136e16976**********,114.0189269,22.66780145,"	2021-08-31 00:46:19.0"
-,113.8639998,"	2021-08-31 00:41:32.0",22.56296627,ec5184ac75bf8c68d68dd0**********,113.8679335,22.56000373,"	2021-08-31 00:45:06.0"
-,114.1300914,"	2021-08-31 00:41:31.0",22.56772802,582f53cb58ce43e15f5749**********,114.1360247,22.57509221,"	2021-08-31 00:49:09.0"
-,113.8456207,"	2021-08-31 00:41:31.0",22.6299428,8184d21e17f14649f204e5**********,113.8419927,22.62787544,"	2021-08-31 00:45:32.0"
-,114.0388797,"	2021-08-31 00:41:30.0",22.62482069,532a335ac222cf532d95de**********,114.0357224,22.61793598,"	2021-08-31 00:46:22.0"
-,114.0856487,"	2021-08-31 00:41:30.0",22.548997,2c2274d8e83fce9f19a9ff**********,114.083577,22.54915356,"	2021-08-31 00:44:18.0"
-,114.0294895,"	2021-08-31 00:41:29.0",22.66941461,ff1e75204d53cb52703fef**********,114.0260001,22.67319698,"	2021-08-31 00:50:02.0"
-,113.8021929,"	2021-08-31 00:41:29.0",22.7458233,44e97a02cc2a00e88a2a5f**********,113.7874911,22.72467507,"	2021-08-31 01:06:38.0"
-,114.0160814,"	2021-08-31 00:41:28.0",22.63138153,fb69fb17e73877d859ee14**********,114.0171334,22.62412011,"	2021-08-31 00:52:06.0"
-,114.0160223,"	2021-08-31 00:41:28.0",22.63132243,08f86d41089408f968229b**********,114.0170743,22.62406101,"	2021-08-31 00:52:06.0"
-,114.0358256,"	2021-08-31 00:41:28.0",22.65662816,f30982ab0862d6f4421826**********,114.0335126,22.66641252,"	2021-08-31 00:51:59.0"
-,114.0539513,"	2021-08-31 00:41:28.0",22.50811415,e2cd7d555a709d55b5d6dc**********,114.0423585,22.50672426,"	2021-08-31 00:52:43.0"
-,114.1187229,"	2021-08-31 00:41:28.0",22.5356424,2656d7245d72f94f1adf4b**********,114.1173903,22.53421559,"	2021-08-31 00:44:12.0"
-,114.1151547,"	2021-08-31 00:41:27.0",22.59952805,a700f4ef543a312a264660**********,114.1120237,22.61285102,"	2021-08-31 00:53:50.0"
-,113.9688279,"	2021-08-31 00:41:27.0",22.54133723,ed888ca9489d1c374a5557**********,113.9669248,22.53613576,"	2021-08-31 00:46:59.0"
-,113.8721965,"	2021-08-31 00:41:27.0",22.7811347,a6b5bb1adf17945a23d00a**********,113.8760164,22.77872424,"	2021-08-31 00:46:45.0"
-,114.0492082,"	2021-08-31 00:41:27.0",22.51186656,f2efd3e14995aa1bb28532**********,114.0469894,22.52180029,"	2021-08-31 00:56:53.0"
-,114.0216786,"	2021-08-31 00:41:26.0",22.63620459,0f7992b7faa600117d6378**********,114.0361583,22.64657091,"	2021-08-31 00:54:13.0"
-,114.0217706,"	2021-08-31 00:41:26.0",22.63629659,f96743e02cfb9caee761a7**********,114.0362503,22.64666291,"	2021-08-31 00:54:13.0"
-,113.8729273,"	2021-08-31 00:41:26.0",22.57155562,183a07bd4f0f8dd372494a**********,113.8744091,22.57581223,"	2021-08-31 00:46:15.0"
-,113.9990457,"	2021-08-31 00:41:26.0",22.5414209,9714ff8efb82b0f29d1578**********,114.0071749,22.54410424,"	2021-08-31 00:50:44.0"
-,113.8991428,"	2021-08-31 00:41:26.0",22.5942657,614f78fb35ceb5dde9839f**********,113.8945592,22.58831475,"	2021-08-31 00:50:44.0"
-,114.0688495,"	2021-08-31 00:41:26.0",22.53532164,cfb2b04af56bcceb6cdd00**********,114.0767496,22.54051916,"	2021-08-31 00:50:00.0"
-,113.9633026,"	2021-08-31 00:41:25.0",22.56999588,8b7b0422ec01ce43c21154**********,113.9556406,22.57970599,"	2021-08-31 00:47:26.0"
-,114.0561628,"	2021-08-31 00:41:25.0",22.51235348,65436e1f982deeb0effac2**********,114.0625521,22.52172601,"	2021-08-31 00:50:52.0"
-,114.0561973,"	2021-08-31 00:41:25.0",22.51238798,4664ac781a2391a7f8929c**********,114.0625866,22.52176051,"	2021-08-31 00:50:52.0"
-,114.0303562,"	2021-08-31 00:41:24.0",22.66107272,99a444f3066348fea34539**********,114.026036,22.66063506,"	2021-08-31 00:45:41.0"
-,113.8997561,"	2021-08-31 00:41:22.0",22.8047152,62f03d49f0c64aa8656cc2**********,113.9009512,22.7982818,"	2021-08-31 00:48:38.0"
-,113.9206703,"	2021-08-31 00:41:22.0",22.5878502,f3f1a7bfd9f6e1de05db61**********,113.8972796,22.58718611,"	2021-08-31 00:54:17.0"
-,114.1167773,"	2021-08-31 00:41:22.0",22.59385838,124ca2743ce370f23946cc**********,114.1146431,22.60078424,"	2021-08-31 00:54:05.0"
-,114.1168712,"	2021-08-31 00:41:22.0",22.59395228,cc1864e36c1108006a66e5**********,114.114737,22.60087814,"	2021-08-31 00:54:05.0"
-,113.9416259,"	2021-08-31 00:41:22.0",22.50231414,7c8eaa6b951ac119feedc1**********,113.9417277,22.50220839,"	2021-08-31 00:44:21.0"
-,114.0623399,"	2021-08-31 00:41:21.0",22.52081409,8ae0d434b70a45a40179a8**********,114.0521176,22.52283928,"	2021-08-31 00:50:49.0"
-,114.0622586,"	2021-08-31 00:41:21.0",22.52073279,6288f4e41f174321825081**********,114.0520363,22.52275798,"	2021-08-31 00:50:49.0"
-,113.8035227,"	2021-08-31 00:41:21.0",22.7436868,0776aeb9250f7941510ac4**********,113.8073318,22.74423943,"	2021-08-31 00:43:51.0"
-,114.0400308,"	2021-08-31 00:41:21.0",22.65993416,b84b0e1c51a0f42fedd0b2**********,114.0323639,22.65435134,"	2021-08-31 00:48:23.0"
-,113.873455,"	2021-08-31 00:41:21.0",22.57244701,7feb006325c130b9e018e0**********,113.8742773,22.57567237,"	2021-08-31 00:46:14.0"
-,114.0409184,"	2021-08-31 00:41:21.0",22.52743498,8f1abd9f023496285d3a3d**********,114.0266093,22.52884,"	2021-08-31 00:54:47.0"
-,114.0429784,"	2021-08-31 00:41:20.0",22.55627002,a4083552f4a1ae788c5a04**********,114.0408068,22.54890577,"	2021-08-31 00:49:12.0"
-,113.8945842,"	2021-08-31 00:41:20.0",22.55658215,04683a8f29cc34d7768a5c**********,113.8979512,22.56264166,"	2021-08-31 00:49:02.0"
-,114.0590858,"	2021-08-31 00:41:20.0",22.5465831,546af78ebaa7a07da963b1**********,113.925977,22.582112,"	2021-08-31 00:46:33.0"
-,114.0412116,"	2021-08-31 00:41:20.0",22.52824117,b43a4fab594e8ffba98bb4**********,114.0278496,22.52906612,"	2021-08-31 00:55:02.0"
-,114.0690273,"	2021-08-31 00:41:19.0",22.53513061,b90d99a85a3e345f91ed66**********,114.0818233,22.54406485,"	2021-08-31 00:55:07.0"
-,114.1224265,"	2021-08-31 00:41:19.0",22.542337,6e7f894a0b9a659cfcd3ed**********,113.925977,22.582112,"	2021-08-31 00:44:42.0"
-,113.9071452,"	2021-08-31 00:41:18.0",22.7259001,b5539bc3597697ae6172c4**********,113.9048949,22.72177396,"	2021-08-31 00:47:47.0"
-,114.0827332,"	2021-08-31 00:41:17.0",22.52928543,41cf9ad2936e393e6127bb**********,114.0774311,22.52757058,"	2021-08-31 00:45:03.0"
-,113.8974902,"	2021-08-31 00:41:17.0",22.59865017,0142c83fff82e93d489127**********,113.8901674,22.60418639,"	2021-08-31 00:48:20.0"
-,114.1222616,"	2021-08-31 00:41:16.0",22.53618151,7268baa61e578b3d7be826**********,114.1193779,22.54312483,"	2021-08-31 00:48:22.0"
-,114.1222073,"	2021-08-31 00:41:16.0",22.53612721,1a9f1df386aab855d79b25**********,114.1193236,22.54307053,"	2021-08-31 00:48:22.0"
-,113.8477572,"	2021-08-31 00:41:16.0",22.7692106,06311e82e6a56976e10710**********,113.8541918,22.7635329,"	2021-08-31 00:48:10.0"
-,114.0776633,"	2021-08-31 00:41:16.0",22.5368199,f403c24ec84674c1b5007d**********,113.920651,22.584787,"	2021-08-31 00:46:40.0"
-,114.1092681,"	2021-08-31 00:41:16.0",22.554484,b70ddd1da04cbcf51a1517**********,114.109108,22.55027823,"	2021-08-31 00:45:42.0"
-,114.016412,"	2021-08-31 00:41:15.0",22.63179308,bedd071d6b4ef053931e05**********,114.0169412,22.62444298,"	2021-08-31 00:52:34.0"
-,113.8773264,"	2021-08-31 00:41:15.0",22.5890858,deec275633273b24cbce8f**********,113.8767429,22.58832045,"	2021-08-31 00:49:41.0"
-,113.8238154,"	2021-08-31 00:41:14.0",22.7277075,a05c1ae4bae3c942487e01**********,113.8222165,22.73531275,"	2021-08-31 00:49:04.0"
-,113.8707104,"	2021-08-31 00:41:14.0",22.5689076,500ca3a37340c0643be8ea**********,113.8734065,22.5668529,"	2021-08-31 00:47:41.0"
-,113.9278974,"	2021-08-31 00:41:14.0",22.5473992,80034252195b4831004cbb**********,113.9237562,22.54388694,"	2021-08-31 00:49:36.0"
-,113.9545364,"	2021-08-31 00:41:13.0",22.5825386,e70a1b9f53e3a66a287a06**********,113.9653028,22.58304901,"	2021-08-31 00:52:50.0"
-,113.954621,"	2021-08-31 00:41:13.0",22.5826232,345bd59edf185abed41968**********,113.9653874,22.58313361,"	2021-08-31 00:52:50.0"
-,114.1339315,"	2021-08-31 00:41:13.0",22.54790818,1a1429b102f100016cbbc8**********,114.1229888,22.54373426,"	2021-08-31 00:50:02.0"
-,114.0296897,"	2021-08-31 00:41:12.0",22.6358233,f61e3a8dd7550c4ecbbd53**********,114.0355017,22.64667789,"	2021-08-31 00:53:03.0"
-,114.0544493,"	2021-08-31 00:41:12.0",22.50959327,6fbf13471af4dfffb31388**********,114.0486453,22.52217012,"	2021-08-31 00:56:36.0"
-,114.1124954,"	2021-08-31 00:41:12.0",22.54846573,e84ce86db4cf3323ba3eb8**********,114.1123779,22.54852965,"	2021-08-31 00:51:19.0"
-,114.0833136,"	2021-08-31 00:41:12.0",22.54869605,ecdd0b8411b6c6b6f0720d**********,114.0489944,22.55368117,"	2021-08-31 01:03:09.0"
-,114.083233,"	2021-08-31 00:41:12.0",22.54861545,242757a656166a68dca7a9**********,114.0489138,22.55360057,"	2021-08-31 01:03:09.0"
-,113.8457723,"	2021-08-31 00:41:11.0",22.7105542,d6aa0117bc17367d6ee326**********,113.841641,22.71927645,"	2021-08-31 00:47:16.0"
-,113.9193318,"	2021-08-31 00:41:11.0",22.53437652,bcc96d164cef2bda1c125b**********,113.9168481,22.52327542,"	2021-08-31 00:50:49.0"
-,114.0977367,"	2021-08-31 00:41:11.0",22.5369929,a1b26b1d136d8d356de85a**********,114.0871001,22.53111146,"	2021-08-31 00:55:20.0"
-,114.1129766,"	2021-08-31 00:41:10.0",22.545322,e360f24d4095bd9ccba607**********,113.920651,22.584787,"	2021-08-31 00:45:59.0"
-,113.9363544,"	2021-08-31 00:41:10.0",22.4859828,24869cbda0e49bb1c84cfc**********,113.9342365,22.49255438,"	2021-08-31 00:45:36.0"
-,113.9921863,"	2021-08-31 00:41:10.0",22.69426819,9a8026df97b1ac07c79e26**********,113.9991405,22.69349946,"	2021-08-31 00:47:31.0"
-,113.9133849,"	2021-08-31 00:41:10.0",22.51283727,4e8f4946b5c51bea135bba**********,113.9218666,22.51810453,"	2021-08-31 00:53:59.0"
-,113.9134539,"	2021-08-31 00:41:10.0",22.51290627,ea12b992173f2e1306c585**********,113.9219356,22.51817353,"	2021-08-31 00:53:59.0"
-,114.0364817,"	2021-08-31 00:41:09.0",22.5234658,6e5073f8dd4365e652d387**********,114.0479237,22.52196276,"	2021-08-31 00:47:47.0"
-,114.0252003,"	2021-08-31 00:41:09.0",22.64166701,f2c26a2f9b43b1feab3250**********,114.0385803,22.64090194,"	2021-08-31 00:50:00.0"
-,114.0251457,"	2021-08-31 00:41:09.0",22.64161241,0828a2fa03119216cbbd1c**********,114.0385257,22.64084734,"	2021-08-31 00:50:00.0"
-,114.242596,"	2021-08-31 00:41:09.0",22.68473362,b0285bf0caa5ed19f45148**********,114.2425702,22.68469975,"	2021-08-31 00:43:29.0"
-,114.2372665,"	2021-08-31 00:41:08.0",22.5515976,30fe8ef92314c0619afa2a**********,114.2275219,22.55195142,"	2021-08-31 00:48:51.0"
-,113.8449075,"	2021-08-31 00:41:08.0",22.63522803,33a71dc175a70c884a2445**********,113.8479203,22.62825178,"	2021-08-31 00:47:37.0"
-,113.897598,"	2021-08-31 00:41:08.0",22.566045,74c2402de896013c99d87b**********,113.9326486,22.67281241,"	2021-08-31 00:51:26.0"
-,114.0408637,"	2021-08-31 00:41:08.0",22.55617545,b3c8d896f9ec86d6a2e0e7**********,114.0395913,22.55919488,"	2021-08-31 00:45:31.0"
-,114.0687614,"	2021-08-31 00:41:07.0",22.53185973,34f261e2a0b869eaf30e21**********,114.0686195,22.53678936,"	2021-08-31 00:48:51.0"
-,113.8882954,"	2021-08-31 00:41:07.0",22.5591458,e97a504fb0b7528f57b752**********,113.8840524,22.56668857,"	2021-08-31 00:46:21.0"
-,114.2460523,"	2021-08-31 00:41:07.0",22.59620277,85b8a8451c28de5840334f**********,114.2701046,22.58909217,"	2021-08-31 00:55:33.0"
-,114.0849285,"	2021-08-31 00:41:07.0",22.53293232,602818ef0c98a3d9fcac2b**********,114.0961223,22.5385076,"	2021-08-31 00:51:28.0"
-,113.8377599,"	2021-08-31 00:41:07.0",22.5888265,a2b59a22e63f4f59894a9a**********,113.8467158,22.59421955,"	2021-08-31 00:50:53.0"
-,114.051867,"	2021-08-31 00:41:07.0",22.6124185,75978bcdde5a58765ca54f**********,114.0505599,22.61307361,"	2021-08-31 00:43:19.0"
-,114.051941,"	2021-08-31 00:41:07.0",22.6124925,a07ad15a7eea124846005e**********,114.0506339,22.61314761,"	2021-08-31 00:43:19.0"
-,114.0473703,"	2021-08-31 00:41:06.0",22.54245761,1ea8ce7cf50e8c93979f5c**********,114.0433934,22.54652849,"	2021-08-31 00:46:38.0"
-,114.1130577,"	2021-08-31 00:41:06.0",22.5450949,80eda4a266178a9d162488**********,114.1184502,22.54740516,"	2021-08-31 00:47:10.0"
-,114.1340781,"	2021-08-31 00:41:05.0",22.5479991,c71cb5b4d50283f00e43e8**********,114.1212456,22.54724868,"	2021-08-31 00:49:36.0"
-,113.7850884,"	2021-08-31 00:41:04.0",22.7254725,2801edb0725e115a65b8b2**********,113.7880622,22.72446455,"	2021-08-31 00:45:56.0"
-,113.7852224,"	2021-08-31 00:41:04.0",22.7279313,7abac2d40b05c376015995**********,113.788184,22.72451592,"	2021-08-31 00:45:37.0"
-,113.9894963,"	2021-08-31 00:41:04.0",22.55264784,f1ccbd39a40145d51581c5**********,113.9863592,22.55199488,"	2021-08-31 00:45:07.0"
-,114.0381459,"	2021-08-31 00:41:03.0",22.65912216,32694722661444267bc142**********,114.0323003,22.65433057,"	2021-08-31 00:47:46.0"
-,114.1370769,"	2021-08-31 00:41:03.0",22.54641138,08982757f657701161fb49**********,114.1435416,22.5509233,"	2021-08-31 00:47:10.0"
-,113.8407553,"	2021-08-31 00:41:03.0",22.6214275,abadc5a3c8ed0c18ac778f**********,113.8406695,22.62122489,"	2021-08-31 00:42:07.0"
-,114.0284045,"	2021-08-31 00:41:02.0",22.65632727,208766267b5333aa1d69bd**********,114.0319603,22.65409019,"	2021-08-31 00:43:41.0"
-,113.9319029,"	2021-08-31 00:41:02.0",22.51268745,b4f0235efd47b908f3c6cf**********,113.9282939,22.51107968,"	2021-08-31 00:44:31.0"
-,114.0261251,"	2021-08-31 00:41:01.0",22.52962572,446e8f1c89b28ce29fa475**********,114.0275166,22.52596392,"	2021-08-31 00:45:28.0"
-,113.8599555,"	2021-08-31 00:41:01.0",22.7607598,ffa450e2e3d423f7b7c8be**********,113.8567179,22.75543695,"	2021-08-31 00:46:29.0"
-,114.0165066,"	2021-08-31 00:41:01.0",22.63134854,a479f8c522bd11710a13fc**********,114.0170577,22.62410467,"	2021-08-31 00:52:12.0"
